EC;M;T;CO;W;TM;S;F;Classes;;;;;;;
-0,371255391;0,022565026;0,714285714;0,034482759;13;-0,296943231;-0,0625;1,974683544;D;;;;;;;
9,733330757;0,015289353;0,785714286;1,931034483;6,666666667;-0,834061135;-0,225;4,139240506;D;;;;;;;
1,708677857;0,054418273;0,357142857;-0,413793103;4,166666667;0,152838428;-0,2;6,784810127;D;;;;;;;
21,47924705;-0,036512645;-0,214285714;-0,620689655;9,333333333;-0,746724891;-0,125;3,886075949;D;;;;;;;
5,914706133;-0,192167906;0,214285714;-0,517241379;13,16666667;0,222707424;-0,1625;6,227848101;D;;;;;;;
12,07551144;0,067808054;-0,25;1,862068966;1,833333333;-0,135371179;-0,225;11,63291139;D;;;;;;;
-0,677156764;0,113536656;0,571428571;2,344827586;15,66666667;-0,973799127;-0,2;9,303797468;D;;;;;;;
28,04067008;0,08941908;0,178571429;1,448275862;12,16666667;-0,593886463;-0,1875;8,417721519;D;;;;;;;
-0,512122802;0,002595126;0,5;2,344827586;9;0,231441048;-0,0875;3,417721519;D;;;;;;;
1,322110752;0,083631538;0,428571429;1,448275862;13,16666667;-0,676855895;-0,2125;11,27848101;D;;;;;;;
-0,670003419;0,038047156;0,035714286;2,379310345;1,166666667;-0,816593886;-0,1375;11,3164557;D;;;;;;;
4,958240843;0,037800502;0,178571429;0,655172414;6,5;-0,187772926;-0,1;1,227848101;D;;;;;;;
27,05421988;-0,162117453;-0,25;0,551724138;6,5;0,192139738;-0,1625;3,696202532;D;;;;;;;
-0,121578363;-0,01672748;0,357142857;0,862068966;12;-1,026200873;-0,0625;5,291139241;D;;;;;;;
0,207267951;0,185671453;-0,178571429;0,379310345;9,5;-0,183406114;-0,0375;7,253164557;D;;;;;;;
-0,230120388;0,145633266;0,392857143;1,965517241;1,5;0,100436681;-0,0625;2,620253165;D;;;;;;;
1,774043363;-0,109726622;0,107142857;1,551724138;15,5;-0,266375546;-0,05;5,240506329;D;;;;;;;
2,676904699;0,006605088;-0,214285714;2,379310345;7,333333333;-0,122270742;-0,2;9,417721519;D;;;;;;;
0,300235746;0,141472963;0,285714286;-0,517241379;14,66666667;0,310043668;-0,025;10,81012658;D;;;;;;;
8,400690485;-0,127945878;-0,214285714;-0,724137931;1,666666667;-0,205240175;-0,15;5;D;;;;;;;
1,536975037;-0,187100482;0,785714286;2,310344828;15,66666667;-0,746724891;-0,25;4,126582278;D;;;;;;;
-0,264306582;0,092035262;0,714285714;0,724137931;11,5;-0,668122271;-0,2;5,64556962;D;;;;;;;
17,44457225;0,142119019;0,357142857;0,172413793;5,5;-0,799126638;-0,1;8,582278481;D;;;;;;;
10,03492852;0,100439995;0,785714286;1,586206897;3,666666667;-0,384279476;-0,0625;1,405063291;D;;;;;;;
2,786430964;-0,112376624;-0,25;0,413793103;8,666666667;-0,401746725;-0,1875;5,367088608;D;;;;;;;
-0,629590752;0,009121781;0,75;0,793103448;13,16666667;-0,908296943;-0,025;9,113924051;D;;;;;;;
2,247754146;-0,043506705;0,25;-0,137931034;15,66666667;-0,716157205;-0,225;7,911392405;D;;;;;;;
22,00132566;0,063968191;0,321428571;0,344827586;3,166666667;-0,061135371;-0,1125;8,64556962;D;;;;;;;
7,587471303;-0,159827576;0,714285714;1,724137931;13,66666667;-0,84279476;-0,2375;0,620253165;D;;;;;;;
1,511800421;-0,109395715;0,571428571;0;15,16666667;-0,772925764;-0,0625;3,848101266;D;;;;;;;
-0,648563361;0,000131887;0,714285714;1,206896552;9;0;-0,1;0,962025316;D;;;;;;;
1,335358394;0,182595525;-0,071428571;-0,068965517;4;-1,026200873;-0,15;1,075949367;D;;;;;;;
28,55131572;0,128735887;0,5;-0,379310345;6,333333333;-0,528384279;-0,15;1,265822785;D;;;;;;;
27,4443804;0,141069772;0,535714286;1,620689655;11;-0,576419214;-0,25;8,518987342;D;;;;;;;
15,22316937;-0,200810652;0,75;-0,551724138;10,33333333;-0,310043668;-0,25;10,48101266;D;;;;;;;
0,923457605;0,07639455;0,607142857;0,413793103;-0,666666667;-0,305676856;-0,0125;1,962025316;D;;;;;;;
11,83858582;0,167117076;0,535714286;-0,275862069;9,333333333;-0,80349345;-0,0375;3,658227848;D;;;;;;;
11,0305007;0,114001361;-0,285714286;2,379310345;9,333333333;-0,462882096;-0,2;11,24050633;D;;;;;;;
0,142119294;-0,163530674;0,071428571;1,344827586;12,16666667;0,126637555;-0,05;11,10126582;D;;;;;;;
0,435358783;-0,018168004;0,5;-0,862068966;10;-1,008733624;-0,1875;1,215189873;D;;;;;;;
3,695263607;0,058633986;-0,285714286;0,517241379;12;-0,414847162;-0,0625;8,164556962;D;;;;;;;
10,97177117;-0,079492351;0,214285714;-0,413793103;8,333333333;-0,759825328;-0,175;6,708860759;D;;;;;;;
11,1871073;0,018724904;0,678571429;1,862068966;12,66666667;-0,122270742;-0,1875;9,886075949;D;;;;;;;
1,507923886;0,136786329;-0,071428571;1,827586207;6,5;-0,262008734;-0,1875;6,53164557;D;;;;;;;
-0,445939247;0,027788156;0,142857143;-0,827586207;6;-0,458515284;-0,05;4,189873418;D;;;;;;;
-0,572642454;0,175015636;0,285714286;1,344827586;9,5;-0,572052402;-0,25;10,24050633;D;;;;;;;
3,982438134;-0,151866003;0,464285714;-0,931034483;13,5;-0,641921397;-0,2125;8,670886076;D;;;;;;;
-0,698153891;-0,046676259;0,392857143;0,206896552;7;0,179039301;-0,1125;3,151898734;D;;;;;;;
-0,651365062;-0,124257143;0,035714286;2,413793103;9,333333333;-0,257641921;-0,1125;2,291139241;D;;;;;;;
24,757052;-0,049019815;-0,214285714;1,103448276;4,5;-0,056768559;-0,075;3,721518987;D;;;;;;;
15,17750967;-0,169903679;0,642857143;1,75862069;0,166666667;-0,64628821;-0,05;1,911392405;D;;;;;;;
6,21863227;-0,103938793;-0,071428571;1,724137931;5,166666667;-0,240174672;-0,1875;5,64556962;D;;;;;;;
0,254960356;0,120551937;0,75;2,172413793;5,5;0,135371179;-0,1875;8,886075949;D;;;;;;;
2,972940154;-0,045445614;-0,178571429;-0,413793103;4,666666667;-0,951965066;-0,1125;7,113924051;D;;;;;;;
0,465762535;0,139203038;0,785714286;1;12,66666667;-0,772925764;-0,125;1,392405063;D;;;;;;;
10,89182374;-0,122429708;-0,25;1,482758621;13,83333333;-0,820960699;-0,2125;1,886075949;D;;;;;;;
2,473717561;0,117151046;0,464285714;-0,137931034;5,666666667;-0,847161572;-0,0625;7,620253165;D;;;;;;;
2,209774732;-0,038092121;0,607142857;0,172413793;2,166666667;-0,030567686;-0,2;8,924050633;D;;;;;;;
-0,343479197;0,058731034;-0,25;0,172413793;13,5;-0,838427948;-0,0875;9,810126582;D;;;;;;;
6,674192357;0,099927933;0,035714286;1,931034483;10,66666667;-0,947598253;-0,25;4,924050633;D;;;;;;;
0,327515208;0,123933044;0,464285714;1,965517241;9,166666667;-0,222707424;-0,0125;2,379746835;D;;;;;;;
1,258425444;0,083076526;0,178571429;1,75862069;15,66666667;-0,716157205;-0,125;1,772151899;D;;;;;;;
-0,564073214;0,026829869;0,071428571;0,034482759;12,83333333;-0,336244541;-0,025;10,48101266;D;;;;;;;
1,491714932;-0,168238356;-0,214285714;1,24137931;12,33333333;-0,462882096;-0,25;8,506329114;D;;;;;;;
9,558581037;-0,078494489;0,714285714;-0,413793103;2,5;-0,270742358;-0,075;7,746835443;D;;;;;;;
2,639278163;-0,071060256;0,25;0,103448276;3,333333333;0,004366812;-0,15;7,113924051;D;;;;;;;
-0,411166113;0,189424734;-0,142857143;2,379310345;8,666666667;-0,139737991;0;6;D;;;;;;;
2,926276599;-0,00726027;0,357142857;0,206896552;5,666666667;0,165938865;-0,1375;3,784810127;D;;;;;;;
0,593996133;-0,058609208;0,107142857;1,551724138;0,333333333;-0,742358079;-0,1;7,873417722;D;;;;;;;
14,27471007;-0,062607401;0;2,344827586;7;-0,192139738;-0,25;0,430379747;D;;;;;;;
13,72800269;-0,200499229;0,75;-0,620689655;0,5;-0,68558952;-0,1;0,810126582;D;;;;;;;
11,17603641;-0,145580144;0,607142857;1,517241379;7,166666667;-0,013100437;-0,1875;4,405063291;D;;;;;;;
13,52456391;0,006043834;0,178571429;-0,827586207;6,166666667;-0,07860262;-0,15;9,759493671;D;;;;;;;
1,126252104;0,132845472;0,178571429;1,586206897;7,166666667;-0,76419214;-0,075;2,911392405;D;;;;;;;
6,783985287;-0,029629935;0,071428571;0,068965517;0,333333333;-0,76419214;-0,1625;7,088607595;D;;;;;;;
0,954353298;-0,205600434;0,25;1,24137931;14;-0,799126638;-0,1375;6,911392405;D;;;;;;;
-0,284554538;-0,168506466;0;1,103448276;11,5;-0,659388646;-0,05;5,632911392;D;;;;;;;
1,058871437;-0,105355151;0,25;1,448275862;15,33333333;-0,624454148;-0,025;7,481012658;D;;;;;;;
-0,496435962;-0,171140269;0,107142857;2,310344828;9,5;-0,851528384;-0,0375;4,430379747;D;;;;;;;
5,106668896;-0,202385147;0,178571429;0,379310345;11,83333333;0,013100437;-0,0875;1,215189873;D;;;;;;;
0,168050226;-0,107387602;0,214285714;0,793103448;0,833333333;-0,510917031;-0,2;8,037974684;D;;;;;;;
17,80575317;-0,142989919;0,178571429;1,75862069;14,33333333;-1,008733624;-0,175;5,088607595;D;;;;;;;
-0,569912812;-0,124089377;0,035714286;-0,655172414;-0,333333333;-0,467248908;-0,225;4,924050633;D;;;;;;;
-0,119953413;0,046736749;-0,071428571;1,172413793;0,5;-0,082969432;-0,1;9,253164557;D;;;;;;;
8,060561048;-0,110920194;0,571428571;1,655172414;11,5;-0,72489083;-0,0125;3,341772152;D;;;;;;;
-0,371689046;-0,192249102;0;-0,379310345;11,33333333;-0,681222707;-0,1875;8,101265823;D;;;;;;;
16,37070419;-0,136744592;-0,107142857;0,620689655;11;-0,711790393;-0,1625;4,455696203;D;;;;;;;
-0,431639606;0,029352175;-0,214285714;2,206896552;6,833333333;-0,362445415;-0,1875;10,5443038;D;;;;;;;
25,92535719;-0,048311104;0,785714286;1,862068966;12,33333333;-0,838427948;-0,225;2;D;;;;;;;
-0,483269238;0,020758559;-0,107142857;0,344827586;15,5;-0,676855895;-0,225;7,443037975;D;;;;;;;
-0,688132701;-0,034457718;-0,25;1,689655172;9,166666667;0,183406114;-0,175;10;D;;;;;;;
20,07793829;0,092298539;-0,25;2,448275862;2,166666667;-0,733624454;-0,1875;8,240506329;D;;;;;;;
0,953492976;0,108044104;0;-0,724137931;10,5;-0,253275109;-0,1375;3,316455696;D;;;;;;;
4,434297009;0,034022427;-0,285714286;2,068965517;13,5;-0,030567686;-0,175;7,569620253;D;;;;;;;
-0,592104549;-0,20282681;0,714285714;1,551724138;14,16666667;-0,729257642;-0,1125;2,810126582;D;;;;;;;
22,28221166;-0,108500343;0,535714286;1,379310345;9,666666667;-1,017467249;-0,1125;4,430379747;D;;;;;;;
-0,545130954;0,025418428;0,571428571;1,068965517;0,5;0,205240175;-0,075;8,455696203;D;;;;;;;
2,020984377;-0,166369079;0,785714286;-0,068965517;0,166666667;-0,445414847;-0,2375;5,493670886;D;;;;;;;
0,56313586;0,056154142;0,107142857;1,75862069;3,833333333;-0,768558952;-0,175;0,696202532;D;;;;;;;
2,399635426;0,027001359;0,607142857;-0,896551724;13,5;-0,017467249;-0,0625;8,721518987;D;;;;;;;
1,183024344;0,090184265;-0,071428571;1,206896552;2;-0,519650655;-0,0875;1,341772152;D;;;;;;;
0,140552168;0,030594707;0,178571429;-0,103448276;0,666666667;-0,458515284;-0,2125;5,050632911;D;;;;;;;
-0,380969792;0,148081972;-0,285714286;0,482758621;13;-0,895196507;-0,15;1,974683544;D;;;;;;;
6,29409284;-0,100347729;-0,214285714;-0,586206897;1,833333333;-1,017467249;-0,15;1,924050633;D;;;;;;;
-0,355824521;0,011828408;0,428571429;0,965517241;8,5;0,240174672;-0,1875;4,329113924;D;;;;;;;
-0,168437683;0,017254682;0;-0,103448276;11,66666667;0,109170306;-0,025;10,53164557;D;;;;;;;
-0,693715912;0,089411151;0,75;2,275862069;3;-0,938864629;-0,2;9,708860759;D;;;;;;;
1,006726411;0,188167847;0,535714286;0,965517241;2;-0,174672489;-0,175;10,94936709;D;;;;;;;
-0,186814561;0,034323375;0,392857143;0,586206897;0,166666667;-0,755458515;-0,1875;6,164556962;D;;;;;;;
0,685048682;0,179387072;0,714285714;-0,310344828;12,83333333;-0,864628821;-0,0625;10,16455696;D;;;;;;;
-0,259171814;0,060134809;0,642857143;0,206896552;2,5;0,052401747;-0,125;2,405063291;D;;;;;;;
1,904110498;0,072159783;0,714285714;2,344827586;10,83333333;-0,956331878;-0,2;1,607594937;D;;;;;;;
1,431854323;-0,199049073;-0,214285714;-0,896551724;5,666666667;-0,148471616;-0,0375;11,56962025;D;;;;;;;
0,574343987;0,010422625;-0,214285714;-0,586206897;8,5;-0,689956332;0,125;1,658227848;E;;;;;;;
13,87709359;-0,184348641;-0,5;-0,413793103;8,5;-0,68558952;0,225;0,860759494;E;;;;;;;
4,806401746;0,020917008;-0,035714286;-0,724137931;0,5;-0,358078603;0,0875;3,835443038;E;;;;;;;
6,561411645;0,189831817;-0,285714286;0,827586207;13,5;-0,388646288;0,075;2,202531646;E;;;;;;;
-0,481644681;0,084320586;-0,5;1,482758621;12,16666667;-0,707423581;0,0875;3,582278481;E;;;;;;;
19,25962996;0,113340013;-0,035714286;2,172413793;15;-0,340611354;0,0125;4,025316456;E;;;;;;;
-0,253878373;0,045360063;0,035714286;1,551724138;8;-1,004366812;0,0875;0,696202532;E;;;;;;;
7,495726174;-0,077370764;-0,071428571;-0,655172414;-0,666666667;-0,995633188;0,15;1,506329114;E;;;;;;;
15,09208975;0,077170559;-0,642857143;1,206896552;5,833333333;-0,266375546;0,0875;3,493670886;E;;;;;;;
5,894989535;-0,031200915;-0,642857143;-0,068965517;4,5;0,113537118;0,125;0,936708861;E;;;;;;;
1,777198255;-0,190427407;-0,357142857;-0,275862069;14;-0,074235808;0;2,873417722;E;;;;;;;
10,45405035;0,05832394;0;1,862068966;14,16666667;0,061135371;0,075;1,46835443;E;;;;;;;
10,04844429;-0,129749258;-0,071428571;1,551724138;8,5;0,161572052;0,175;1,202531646;E;;;;;;;
0,425601661;0,094320407;-0,642857143;-0,655172414;4,166666667;-0,497816594;0,075;4,139240506;E;;;;;;;
-0,564508663;0,116092078;-0,607142857;1,103448276;9,833333333;-0,283842795;0,05;4,189873418;E;;;;;;;
11,50778266;-0,126034548;0,035714286;1;10;-0,720524017;0,1625;5,075949367;E;;;;;;;
1,305565971;0,131624656;-0,428571429;0,724137931;-0,333333333;-0,794759825;0,225;-0,17721519;E;;;;;;;
0,572802641;-0,144843688;-0,142857143;-0,310344828;5,333333333;0,104803493;0,075;3,974683544;E;;;;;;;
-0,48603166;0,142259451;-0,107142857;1,620689655;2,666666667;-0,807860262;0,05;4,303797468;E;;;;;;;
-0,454616285;0,131384408;-0,107142857;-0,517241379;7;-0,672489083;0,1375;1,278481013;E;;;;;;;
5,919267809;0,140550263;-0,071428571;0,896551724;10,33333333;-0,205240175;0,0625;3,126582278;E;;;;;;;
19,53474777;0,075258835;-0,464285714;-0,931034483;6,5;-1,004366812;0,225;5,202531646;E;;;;;;;
8,001140411;0,183395457;-0,392857143;0,862068966;13,83333333;-0,205240175;0,1375;3,455696203;E;;;;;;;
14,65498732;-0,204887057;-0,464285714;1,724137931;5;-0,301310044;0,025;4,291139241;E;;;;;;;
24,09097477;-0,072467669;-0,428571429;-0,793103448;5,166666667;-0,436681223;0,1;1,670886076;E;;;;;;;
-0,433769233;-0,027641489;-0,178571429;1,75862069;11;-0,895196507;0,175;3,101265823;E;;;;;;;
-0,355026741;0,163046179;0;-0,896551724;15,16666667;0,27510917;0,025;0,265822785;E;;;;;;;
6,982867854;-0,177645833;-0,535714286;0,172413793;2,666666667;-0,192139738;0,075;-0,227848101;E;;;;;;;
1,318888678;0,041128368;-0,25;0,931034483;9;-0,781659389;0,15;3,683544304;E;;;;;;;
0,068278303;-0,164219822;-0,035714286;1,206896552;9,166666667;-0,327510917;0,2125;0,101265823;E;;;;;;;
-0,302679261;-0,050926012;-0,107142857;0,965517241;0;-0,991266376;0,1125;5,139240506;E;;;;;;;
0,675427368;-0,148920227;-0,25;0,827586207;5;-0,72489083;0,175;4,810126582;E;;;;;;;
4,432868218;0,018371087;-0,607142857;1,275862069;1,333333333;-0,144104803;0,175;1,810126582;E;;;;;;;
20,06869036;-0,124506152;-0,214285714;1,24137931;6;-0,366812227;0,2;4,189873418;E;;;;;;;
23,2084547;0,16519227;-0,285714286;0,24137931;5,166666667;-0,331877729;0,1;1,721518987;E;;;;;;;
11,63014616;-0,056364516;-0,214285714;2,275862069;2,833333333;-0,903930131;0,0875;0,430379747;E;;;;;;;
5,525643514;0,187973317;-0,107142857;-0,034482759;9,166666667;-0,851528384;0,025;3,278481013;E;;;;;;;
-0,248653308;0,146464466;-0,142857143;2,275862069;1,166666667;-0,672489083;0,0875;2,949367089;E;;;;;;;
2,433002795;-0,196354818;-0,035714286;1,689655172;14,66666667;0,240174672;0,0875;3,810126582;E;;;;;;;
12,45572798;-0,152113719;-0,607142857;1,344827586;15,33333333;-0,615720524;0,0375;0,860759494;E;;;;;;;
6,00850332;-0,100375785;0,035714286;0,206896552;15,66666667;-1,013100437;0,25;4,784810127;E;;;;;;;
10,64852566;0,168653052;-0,5;0;3,5;0,161572052;0,25;3,670886076;E;;;;;;;
12,18452401;0,146871309;-0,321428571;2,172413793;2,833333333;-1,03930131;0,075;2,075949367;E;;;;;;;
-0,69165909;0,027398954;-0,107142857;2,068965517;1,5;-0,222707424;0,0125;3,430379747;E;;;;;;;
0,116539333;0,090519866;-0,25;1,448275862;15;-0,454148472;0,2375;0,126582278;E;;;;;;;
1,143936498;0,093305399;0,035714286;0,689655172;6,666666667;-1,021834061;0,025;4,797468354;E;;;;;;;
-0,373968973;-0,200293309;-0,357142857;0,034482759;4,333333333;-0,279475983;0,0875;1,556962025;E;;;;;;;
14,63097313;-0,164261109;-0,321428571;0,620689655;11,5;-0,816593886;0,1625;1,53164557;E;;;;;;;
25,07805716;0,021344026;-0,571428571;1,931034483;0,666666667;-0,84279476;0,175;2,215189873;E;;;;;;;
2,775355251;-0,023591981;-0,107142857;1,724137931;5,833333333;-0,480349345;0,0125;4,025316456;E;;;;;;;
-0,121817563;-0,001441304;-0,571428571;1,275862069;11,83333333;-0,475982533;0,025;4,291139241;E;;;;;;;
7,225669323;0,139985435;-0,321428571;0,310344828;5,333333333;0,288209607;0,25;4,278481013;E;;;;;;;
3,288738418;0,173558259;-0,607142857;1,620689655;15,16666667;-0,104803493;0,2375;3,088607595;E;;;;;;;
1,820182495;-0,186527446;-0,142857143;2,413793103;9;-0,986899563;0,1375;1,405063291;E;;;;;;;
13,79500773;-0,018308752;-0,357142857;0,24137931;6,666666667;-0,825327511;0,1125;4,329113924;E;;;;;;;
2,44731997;0,028768945;0;1,827586207;9,166666667;-0,733624454;0,075;4,810126582;E;;;;;;;
0,393265877;0,133738273;-0,178571429;2,379310345;5,166666667;-0,069868996;0,125;0,949367089;E;;;;;;;
1,377385293;-0,073857469;-0,642857143;-0,551724138;4,5;-0,122270742;0;1,088607595;E;;;;;;;
0,676616708;-0,028850668;-0,321428571;-0,103448276;3,666666667;0,270742358;0,1;-0,189873418;E;;;;;;;
17,46266008;0,091035235;-0,285714286;0,103448276;-0,5;-0,72489083;0,05;1,164556962;E;;;;;;;
-0,537710314;0,108120978;-0,321428571;1,517241379;10,33333333;0,043668122;0,225;4,012658228;E;;;;;;;
0,191910748;-0,028833156;0;1,551724138;3,166666667;-0,576419214;0,1375;4,82278481;E;;;;;;;
0,400038654;-0,013892591;-0,357142857;0,172413793;4,333333333;-0,515283843;0,15;1,987341772;E;;;;;;;
-0,568413041;0,178646433;-0,285714286;-0,655172414;0,333333333;-0,589519651;0,1;2,784810127;E;;;;;;;
1,995738919;-0,077646098;-0,321428571;2,172413793;4,833333333;-0,541484716;0,175;1,797468354;E;;;;;;;
11,41653251;0,108399303;-0,321428571;0,344827586;7,166666667;-0,524017467;0,1;4,734177215;E;;;;;;;
-0,384861912;0,078614653;-0,035714286;0,068965517;7,5;-0,414847162;0,0875;0,620253165;E;;;;;;;
-0,642715243;-0,13608263;-0,464285714;2,103448276;0;0,061135371;0;0,911392405;E;;;;;;;
18,53320537;0,135458502;-0,25;-0,862068966;5,333333333;-0,751091703;0,075;2,620253165;E;;;;;;;
-0,552679581;0,04193583;-0,285714286;1,24137931;8,5;-1,03930131;0,075;2,063291139;E;;;;;;;
21,40195806;0,149891859;-0,464285714;1,931034483;5,5;-0,624454148;0,05;4,518987342;E;;;;;;;
4,296627203;-0,040639664;-0,142857143;2,103448276;0,666666667;-0,620087336;0,1375;3,227848101;E;;;;;;;
-0,31722997;-0,108189315;0,035714286;1,793103448;15;-1,026200873;0,0375;0,075949367;E;;;;;;;
-0,665867398;-0,20400369;-0,035714286;1,724137931;11,66666667;-0,969432314;0,25;1,139240506;E;;;;;;;
11,52879433;-0,105778761;-0,107142857;-0,24137931;10,83333333;0,161572052;0,1125;4,594936709;E;;;;;;;
12,84957912;0,129542405;-0,392857143;1,862068966;4;-0,310043668;0,175;2,784810127;E;;;;;;;
2,718628533;-0,05967714;-0,607142857;1,827586207;13,33333333;-0,886462882;0,05;4,987341772;E;;;;;;;
0,004160883;-0,037580293;0,071428571;-0,137931034;1,833333333;0,253275109;0,125;4,911392405;E;;;;;;;
1,376791291;0,117810693;-0,392857143;0,310344828;8,166666667;0,096069869;0,2125;3,202531646;E;;;;;;;
15,48594027;-0,070999154;-0,321428571;2,310344828;12,5;-0,170305677;0,1;4,481012658;E;;;;;;;
27,77943067;0,082773027;0,035714286;-0,965517241;8,5;0,122270742;0,1875;3,227848101;E;;;;;;;
4,606052842;-0,030865246;-0,571428571;0,344827586;3,166666667;-0,139737991;0,2125;0,835443038;E;;;;;;;
-0,174156284;0,110917157;0,035714286;1,75862069;7,666666667;-0,672489083;0,2125;1,594936709;E;;;;;;;
12,7868213;0,076656313;-0,285714286;0,517241379;9,666666667;-0,23580786;0,1625;-0,316455696;E;;;;;;;
5,854238944;-0,056949588;-0,5;1;0,666666667;-0,834061135;0,025;2,050632911;E;;;;;;;
9,119605156;-0,15167369;-0,142857143;2,310344828;6,333333333;0,187772926;0,025;1,151898734;E;;;;;;;
-0,588035112;-0,00970347;0,071428571;-0,931034483;12,33333333;-1,03930131;0,1375;3,974683544;E;;;;;;;
1,899346055;-0,036086015;-0,5;1,517241379;6,666666667;-0,951965066;0,125;3,569620253;E;;;;;;;
1,577094077;-0,200542113;-0,392857143;0,413793103;0,333333333;-0,589519651;0,175;2,126582278;E;;;;;;;
11,75815562;-0,062053028;-0,214285714;-0,206896552;5,666666667;0,161572052;0,225;-0,227848101;E;;;;;;;
-0,697621308;-0,16047195;-0,214285714;0,24137931;7,666666667;-0,471615721;0,25;0,088607595;E;;;;;;;
3,052864282;-0,039949454;-0,035714286;1,275862069;7,666666667;0,296943231;0,1;4,227848101;E;;;;;;;
25,65203097;-0,018090763;-0,571428571;1,75862069;5,833333333;0,301310044;0,0125;0,113924051;E;;;;;;;
14,12342947;-0,097935516;-0,357142857;-0,551724138;8,833333333;-0,135371179;0,2375;3,797468354;E;;;;;;;
20,49919247;-0,122817907;0,035714286;0,068965517;8,166666667;-0,048034934;0,25;3,278481013;E;;;;;;;
1,079559608;-0,180255587;-0,071428571;1,551724138;7,833333333;-0,484716157;0,2;3,227848101;E;;;;;;;
22,56715458;0,175768349;-0,571428571;-0,551724138;11,66666667;-0,620087336;0,075;0,075949367;E;;;;;;;
1,587386357;0,098880177;-0,642857143;2,24137931;0,833333333;-0,270742358;0,025;3,974683544;E;;;;;;;
-0,516776698;0,010331982;-0,071428571;1,965517241;13,66666667;-0,152838428;0,075;4,35443038;E;;;;;;;
2,17624588;-0,057455791;0,071428571;1,379310345;5,666666667;-0,659388646;0,0375;3,734177215;E;;;;;;;
1,239784323;0,092572371;-0,107142857;-0,103448276;2,166666667;-0,410480349;0,025;4,025316456;E;;;;;;;
27,99553665;-0,018212295;-0,642857143;1,75862069;8,333333333;-0,048034934;0,1125;1,556962025;E;;;;;;;
2,218218587;-0,168249714;-0,464285714;-0,655172414;10,5;-0,449781659;0,05;0,594936709;E;;;;;;;
15,86318445;-0,005718837;0,035714286;0,103448276;3,333333333;-0,19650655;0,075;3,392405063;E;;;;;;;
-0,26597567;0,099793016;-0,142857143;0,620689655;12,83333333;-0,218340611;0,2375;1,253164557;E;;;;;;;
20,32522055;0,190027185;-0,571428571;1,448275862;-0,666666667;-0,890829694;0,225;3,607594937;E;;;;;;;
8,070329505;-0,172372664;0;-0,275862069;7,166666667;-0,733624454;0;3,506329114;E;;;;;;;
2,934001246;0,024897039;-0,571428571;0,586206897;14,5;-0,401746725;0,025;2,873417722;E;;;;;;;
2,033970992;0,13336793;-0,357142857;-0,689655172;15,66666667;-0,847161572;0,1;0,303797468;E;;;;;;;
-0,630506285;0,138828989;-0,392857143;1,724137931;4,833333333;-1,008733624;0,0875;3,886075949;E;;;;;;;
-0,618008289;-0,116696955;-0,571428571;2,448275862;0,166666667;-0,15720524;0,1625;4,126582278;E;;;;;;;
17,26504455;-0,05482704;-0,25;1,172413793;0,5;0,183406114;0,05;-0,012658228;E;;;;;;;
-0,153960929;-0,048430907;-0,642857143;0,24137931;7,333333333;-0,628820961;0,025;1,392405063;E;;;;;;;
4,259264792;0,119747383;-0,607142857;0,310344828;4,666666667;-0,659388646;0,0375;1,493670886;E;;;;;;;
8,047578385;0,065100554;-0,071428571;-0,379310345;4,166666667;-0,283842795;0,05;4,139240506;E;;;;;;;
17,20034003;-0,03093982;0,035714286;1,206896552;10,16666667;-0,362445415;0,1125;-0,063291139;E;;;;;;;
10,6873073;-0,080632664;0;1,310344828;1;0,069868996;0,05;-0,215189873;E;;;;;;;
11,4728152;0,172036051;-0,464285714;-0,137931034;10;-0,379912664;0,025;3,708860759;E;;;;;;;
27,46902672;-0,179856617;-0,214285714;-0,379310345;6,333333333;-0,541484716;0,025;4,873417722;E;;;;;;;
4,330874488;0,148885996;-0,321428571;0,689655172;7,666666667;-0,572052402;0,1;-0,240506329;E;;;;;;;
2,891494335;-0,073505692;0;-0,896551724;15;0,008733624;0,1;2,405063291;E;;;;;;;
5,694151299;0,137311248;-0,071428571;0,620689655;15;0,183406114;0,075;0,734177215;E;;;;;;;
6,135092634;0,164435437;0,035714286;-0,482758621;1,5;0,205240175;0,1;-0,341772152;E;;;;;;;
2,714589258;0,167319771;-0,357142857;0,448275862;1,333333333;0,15720524;0,075;4,848101266;E;;;;;;;
22,35088047;-0,02003456;-0,107142857;0,034482759;-0,333333333;-0,467248908;0,1125;3,582278481;E;;;;;;;
0,160901771;0,108037075;-0,107142857;-0,655172414;15,16666667;-0,698689956;0,2375;2,303797468;E;;;;;;;
6,538569802;-0,094892247;-0,035714286;1,931034483;4,833333333;0,104803493;0,2375;2,367088608;E;;;;;;;
3,974495446;-0,177749974;-0,178571429;0,482758621;-0,666666667;-0,030567686;0;0,063291139;E;;;;;;;
14,40810082;0,159942456;-0,571428571;0,310344828;7,333333333;0,218340611;0,2125;3,493670886;E;;;;;;;
4,453523227;-0,146605497;-0,035714286;-0,827586207;13,5;0,205240175;0,1625;1,949367089;E;;;;;;;
5,813505697;0,082809712;-0,5;0,551724138;10,5;-0,742358079;0,1125;2,582278481;E;;;;;;;
-0,233173251;0,091180278;-0,321428571;1,379310345;7,166666667;-0,445414847;0,1625;1,46835443;E;;;;;;;
27,68906051;-0,202705824;-0,464285714;1,586206897;10;-0,633187773;0,2375;3,696202532;E;;;;;;;
